SA-TEMP,RA-TEMP,MA-TEMP,SA-HUMD,RA-HUMD,E_SF,SA-CFM,RA-CFM,E_ccoil,OAD-TEMP,OA-CFM,Y
55.255,73.337,74.71,94.491,46.125,0.642,1090.238,993.145,7.73,84.067,213.563,F8
70.862,73.653,69.194,61.621,58.597,0.034,2.248,2.228,0,72.681,1.79,F8
55.901,74.494,74.074,90.705,46.91,0.963,1617.768,1237.849,13.253,72.036,349.338,F8
72.369,73.127,71.103,80.103,53.805,0.034,2.248,2.228,0,73.54,2.083,F8
56.655,72.076,75.453,89.106,51.955,2.088,2501.801,1720.898,22.708,83.53,583.993,F8
72.154,72.917,70.679,70.82,57.953,0.034,2.248,2.228,0,73.755,2.078,F8
71.293,73.337,69.512,61.004,58.065,0.034,2.248,2.228,0,72.788,2.737,F8
57.839,72.181,75.771,88.994,53.637,2.273,2595.327,1783.925,23.636,84.174,601.539,F8
54.717,70.919,72.058,93.005,50.133,0.525,850.232,832.424,6.86,74.614,161.213,F8
54.825,72.496,72.376,90.873,48.788,1.14,1841.89,1358.775,14.577,72.358,394.895,F8
49.658,73.653,72.695,86.947,42.874,0.719,1127.703,1033.618,12.096,72.144,244.07,F8
58.054,72.181,75.771,89.274,53.609,2.229,2576.236,1772.265,23.437,84.067,594.484,F8
56.224,73.337,76.09,92.275,49.713,1.162,1873.146,1388.786,16.713,85.893,409.547,F8
53.426,70.183,71.528,90.312,53.412,0.548,863.135,826.16,7.253,75.688,154.095,F8
72.261,73.022,71.422,79.626,50.049,0.034,2.248,2.228,0,73.218,1.537,F8
72.261,73.022,70.785,79.065,55.038,0.034,1.126,2.228,0,73.647,2.138,F8
71.508,73.127,69.724,60.919,57.869,0.034,2.248,2.228,0,72.788,0.35,F8
61.283,73.022,67.39,79.542,44.471,0.034,2.248,2.228,0,71.714,-1.328,F8
57.839,72.076,75.665,89.078,53.581,2.293,2605.749,1797.281,23.909,83.852,607.057,F8
56.655,71.971,75.241,89.106,52.039,2.101,2482.81,1707.711,22.812,83.1,580.694,F8
62.359,73.232,67.072,77.775,45.144,0.034,2.248,2.228,0,71.821,-0.014,F8
49.336,71.34,74.18,84.478,47.19,0.737,1264.403,1066.304,16.402,84.067,270.131,F8
55.471,72.601,75.347,91.602,50.329,0.88,1488.744,1167.561,13.472,84.174,317.954,F8
54.071,70.393,71.74,87.255,54.253,0.532,848.801,802.65,9.355,75.581,145.142,F8
71.831,73.022,69.83,61.565,57.645,0.034,2.248,2.228,0,73.11,0.35,F8
57.3,71.865,75.135,89.359,52.992,2.107,2493.166,1753.988,21.548,83.637,566.366,F8
72.369,72.917,71.315,79.879,50.638,0.034,2.248,2.228,0,73.218,1.047,F8
55.255,73.653,73.437,90.789,47.891,1.078,1799.27,1349.314,14.494,71.606,384.912,F8
63.651,73.548,66.753,74.971,46.293,0.034,2.248,2.228,0,71.714,0.35,F8
